layer,measurement,measurement_label,site,peak_abs_z,peak_z_ci_lower_abs,peak_timepoint,clinical_flagged_count,concordance_class,signal_score,rank_overall,rank_within_layer
microbial,K02484,"two-component system, OmpR family, sensor kinase [EC:2.7.13.3]",NAC,3.5228111329613725,2.7795704262115297,R+1,0,ambiguous,2.223656340969224,3697,1694
microbial,K02871,large subunit ribosomal protein L13,NAC,3.5319886005306813,2.778855746794065,R+1,0,ambiguous,2.223084597435252,3698,1695
microbial,K02552,menaquinone-specific isochorismate synthase [EC:5.4.4.2],ORC,3.442539211472622,2.7777797051043955,R+1,0,ambiguous,2.2222237640835165,3699,1972
microbial,K03711,"Fur family transcriptional regulator, ferric uptake regulator",NAC,3.5675693145524785,2.7763874275643197,R+1,0,ambiguous,2.2211099420514557,3700,1696
microbial,K07491,REP-associated tyrosine transposase,NAC,3.4150507452190926,2.774449521163545,R+1,0,ambiguous,2.219559616930836,3701,1697
microbial,K21652,KSHV interferon regulatory factor-like protein 3,NAC,3.4421652488048755,2.7726957577184397,R+1,0,ambiguous,2.2181566061747517,3702,1698
microbial,K24042,methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54],NAC,3.573832484564505,2.7663469898076944,R+1,0,ambiguous,2.213077591846156,3703,1699
microbial,K07448,restriction system protein,ORC,2.522305457822684,1.8409050186291493,R+1,0,concordant,2.2090860223549793,3704,1973
microbial,K03319,"divalent anion:Na+ symporter, DASS family",NAC,3.34893425164064,2.7584812954672486,R+1,0,ambiguous,2.206785036373799,3705,1700
microbial,K20681,"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase [EC:2.3.1.197]",NAC,3.525377324335357,2.757221423970876,R+1,0,ambiguous,2.205777139176701,3706,1701
microbial,K01727,hyaluronate lyase [EC:4.2.2.1],NAC,3.543769690984838,2.754718110818641,R+1,0,ambiguous,2.2037744886549127,3707,1702
microbial,K23242,manganese efflux pump family protein,ORC,2.5050515620260447,1.8320119223231437,R+1,0,concordant,2.198414306787772,3708,1974
microbial,K02074,zinc/manganese transport system ATP-binding protein,NAC,3.4349791621361847,2.7452771115427996,R+82,0,ambiguous,2.19622168923424,3709,1703
microbial,K01995,branched-chain amino acid transport system ATP-binding protein,ORC,2.5083837715272836,1.8297326870810022,R+1,0,concordant,2.1956792244972028,3710,1975
microbial,K20489,lantibiotic immunity protein,ORC,3.3866698328846327,2.7407984378558496,R+1,0,ambiguous,2.19263875028468,3711,1976
microbial,K22250,poly(3-hydroxyoctanoate) depolymerase [EC:3.1.1.76],NAC,3.2676062623311006,2.7405510760222747,R+1,0,ambiguous,2.1924408608178196,3712,1704
microbial,K21934,2-phosphonomethylmalate synthase [EC:2.3.3.19],ORC,2.3540165355335025,1.8269786857084114,R+82,0,concordant,2.1923744228500937,3713,1977
microbial,K01975,"RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]",NAC,3.5330381835211018,2.7377196802832313,R+1,0,ambiguous,2.1901757442265852,3714,1705
microbial,K20583,deacetylase [EC:3.5.1.-],NAC,3.401094917740202,2.7277538099904097,R+1,0,ambiguous,2.182203047992328,3715,1706
microbial,K19123,CRISPR system Cascade subunit CasA,NAC,3.3786389742355816,2.7261905329355267,R+1,0,ambiguous,2.1809524263484215,3716,1707
microbial,K16962,putative S-methylcysteine transport system permease protein,ORC,3.426997050517999,2.724597233059698,R+1,0,ambiguous,2.1796777864477583,3717,1978
microbial,K22691,drimenol monooxygenase [EC:1.14.14.72],ORC,3.5196241011687874,2.7236715468286987,R+1,0,ambiguous,2.178937237462959,3718,1979
microbial,K19165,antitoxin Phd,ORC,2.3999522547672996,1.8101948542254809,R+1,0,concordant,2.172233825070577,3719,1980
microbial,K07175,PhoH-like ATPase,NAC,3.297450517291457,2.7116165025016024,R+1,0,ambiguous,2.169293202001282,3720,1708
immune,il_17a,IL-17A,,3.315326272940155,2.702442192168403,R+45,0,ambiguous,2.1619537537347226,3721,27
microbial,K14645,serine protease [EC:3.4.21.-],NAC,3.3821484691866597,2.699533363233666,R+1,0,ambiguous,2.159626690586933,3722,1709
microbial,K08364,periplasmic mercuric ion binding protein,ORC,3.0612381803432402,2.6940971457342253,R+1,0,ambiguous,2.1552777165873804,3723,1981
microbial,K02348,ElaA protein,NAC,3.4797604116220677,2.69244976768736,R+1,0,ambiguous,2.1539598141498884,3724,1710
microbial,K12914,P-methyltransferase [EC:2.1.1.326],ORC,3.308422592920355,2.6914125567399143,R+45,0,ambiguous,2.1531300453919315,3725,1982
microbial,K03698,3'-5' exoribonuclease [EC:3.1.-.-],NAC,3.477554673008707,2.6813742428914296,R+1,0,ambiguous,2.1450993943131436,3726,1711
microbial,K00705,4-alpha-glucanotransferase [EC:2.4.1.25],NAC,3.450584277111635,2.6683285918162087,R+1,0,ambiguous,2.134662873452967,3727,1712
microbial,K25196,"O-antigen biosynthesis alpha-1,3-mannosyltransferase [EC:2.4.1.379]",NAC,3.2760956905958487,2.6671935295196803,R+1,0,ambiguous,2.133754823615744,3728,1713
microbial,K03493,transcriptional antiterminator,ORC,3.383175216846173,2.6652442801118683,R+1,0,ambiguous,2.132195424089495,3729,1983
microbial,K16961,putative S-methylcysteine transport system substrate-binding protein,ORC,3.370367509544324,2.6643765130966135,R+1,0,ambiguous,2.131501210477291,3730,1984
microbial,K02007,cobalt/nickel transport system permease protein,NAC,3.4474025199839122,2.6547700238223078,R+1,0,ambiguous,2.123816019057846,3731,1714
microbial,K05394,atrazine chlorohydrolase [EC:3.8.1.8],ORC,2.3323300972316163,1.7457916268344433,R+1,0,concordant,2.0949499522013317,3732,1985
microbial,K24305,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-mannopyranose hydrolase",ORC,2.355049386592407,1.7410773691904835,R+82,0,concordant,2.08929284302858,3733,1986
microbial,K01547,potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6],NAC,3.253222804948978,2.61071883986208,R+1,0,ambiguous,2.088575071889664,3734,1715
microbial,K01079,phosphoserine phosphatase [EC:3.1.3.3],NAC,3.2109232764502713,2.607193489949512,R+45,0,ambiguous,2.08575479195961,3735,1716
microbial,K16106,nonribosomal peptide synthetase protein BlmVI,NAC,2.900505449195678,2.606634785599355,R+1,0,ambiguous,2.085307828479484,3736,1717
microbial,K20681,"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase [EC:2.3.1.197]",ORC,2.116011003719875,2.0820580561834627,R+82,0,idiosyncratic,2.0820580561834627,3737,1987
microbial,K24583,SARS coronavirus accessory protein 8,NAC,3.225262524551334,2.6017572310815886,R+1,0,ambiguous,2.081405784865271,3738,1718
microbial,K03335,inosose dehydratase [EC:4.2.1.44],NAC,3.247178259647884,2.6015666696168016,R+1,0,ambiguous,2.0812533356934413,3739,1719
microbial,K21271,aurachin B dehydrogenase [EC:1.1.1.394],ORC,3.280877810257869,2.5994655945625422,R+82,0,ambiguous,2.079572475650034,3740,1988
microbial,K23188,iron-siderophore transport system ATP-binding protein [EC:7.2.2.17 7.2.2.-],NAC,3.3793070523896676,2.598530334195986,R+1,0,ambiguous,2.0788242673567887,3741,1720
microbial,K03337,5-deoxy-glucuronate isomerase [EC:5.3.1.30],NAC,3.206155131159797,2.596640714672204,R+1,0,ambiguous,2.0773125717377634,3742,1721
microbial,K03741,arsenate reductase (thioredoxin) [EC:1.20.4.4],NAC,3.2822327846701636,2.5924739122775757,R+1,0,ambiguous,2.0739791298220607,3743,1722
microbial,K00274,monoamine oxidase [EC:1.4.3.4],NAC,3.2957980717775355,2.5862037789578523,R+1,0,ambiguous,2.068963023166282,3744,1723
microbial,K06886,hemoglobin,ORC,2.3910514294202914,1.7207652867693732,R+1,0,concordant,2.0649183441232477,3745,1989
microbial,K06941,23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192],NAC,3.346228376098679,2.5788999049770718,R+1,0,ambiguous,2.0631199239816573,3746,1724
microbial,K02788,lactose PTS system EIICB component [EC:2.7.1.207],ORC,3.3466537836406847,2.571217271275948,R+1,0,ambiguous,2.0569738170207583,3747,1990
microbial,K03675,glutaredoxin 2,ORC,2.963124936499313,2.5710927259406104,R+82,0,ambiguous,2.0568741807524886,3748,1991
microbial,K00941,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7],NAC,3.0945946265871527,2.5698807970127038,R+45,0,ambiguous,2.0559046376101633,3749,1725
microbial,K17832,geranial dehydrogenase [EC:1.2.1.86],ORC,3.0015636608423653,2.5696395959633533,R+82,0,ambiguous,2.0557116767706827,3750,1992
microbial,K01161,deoxyribonuclease (pyrimidine dimer) [EC:3.1.25.1],ORC,3.216388453553965,2.5555044067477897,R+1,0,ambiguous,2.044403525398232,3751,1993
immune,lif,LIF,,3.285278623205796,2.5445836410739084,R+82,0,ambiguous,2.035666912859127,3752,28
immune,mdc,MDC,,2.382701035724888,2.032240837570806,R+1,0,idiosyncratic,2.032240837570806,3753,29
microbial,K07496,putative transposase,NAC,3.166943256925904,2.5319113890941387,R+82,0,ambiguous,2.025529111275311,3754,1726
microbial,K24256,UDP-L-QuiNAc synthase,ORC,1.7049452949679267,1.6873125245658214,R+1,0,concordant,2.0247750294789855,3755,1994
microbial,K19285,FMN reductase (NADPH) [EC:1.5.1.38],NAC,3.304032371401883,2.5287058043654085,R+1,0,ambiguous,2.022964643492327,3756,1727
microbial,K20337,phenol-soluble modulin beta,NAC,3.2700883937726557,2.5271675743573447,R+1,0,ambiguous,2.0217340594858757,3757,1728
microbial,K22802,aurichin B epoxide hydrolase,NAC,3.273106335848089,2.5244067512039887,R+1,0,ambiguous,2.019525400963191,3758,1729
microbial,K08999,uncharacterized protein,NAC,3.1880456129384616,2.5230815449371544,R+1,0,ambiguous,2.0184652359497237,3759,1730
microbial,K03074,preprotein translocase subunit SecF,NAC,3.207142849716673,2.513945918627657,R+45,0,ambiguous,2.011156734902126,3760,1731
microbial,K09013,Fe-S cluster assembly ATP-binding protein,NAC,3.2247897258466396,2.513679879155509,R+1,0,ambiguous,2.0109439033244074,3761,1732
microbial,K03924,MoxR-like ATPase [EC:3.6.3.-],NAC,3.1207891755604,2.5118373250934547,R+45,0,ambiguous,2.009469860074764,3762,1733
microbial,K04044,molecular chaperone HscA,ORC,3.1184352222079386,2.506136779354788,R+1,0,ambiguous,2.0049094234838303,3763,1995
microbial,K01712,urocanate hydratase [EC:4.2.1.49],NAC,3.1638706716024836,2.506067607194603,R+1,0,ambiguous,2.0048540857556825,3764,1734
microbial,K21330,C-S lyase,NAC,2.969415579397472,2.5057444390053702,R+82,0,ambiguous,2.004595551204296,3765,1735
microbial,K04759,ferrous iron transport protein B,NAC,3.1255689890246714,2.4976077954702895,R+1,0,ambiguous,1.9980862363762317,3766,1736
microbial,K01857,"3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]",ORC,3.201817227397297,2.496046311359377,R+1,0,ambiguous,1.9968370490875018,3767,1996
microbial,K06605,myo-inositol catabolism protein IolH,NAC,3.1012661964082815,2.4913121233979862,R+45,0,ambiguous,1.993049698718389,3768,1737
microbial,K20709,phenylalanine aminomutase (L-beta-phenylalanine forming) [EC:5.4.3.10],NAC,3.2086026729812045,2.4809223135702028,R+1,0,ambiguous,1.9847378508561624,3769,1738
microbial,K01546,potassium-transporting ATPase potassium-binding subunit,NAC,3.234071984027216,2.477379510942238,R+1,0,ambiguous,1.9819036087537905,3770,1739
microbial,K01478,arginine deiminase [EC:3.5.3.6],ORC,3.1813008209750753,2.4766889613483776,R+1,0,ambiguous,1.9813511690787022,3771,1997
microbial,K24119,NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26],NAC,3.0932704542724676,2.470748079192112,R+1,0,ambiguous,1.9765984633536897,3772,1740
microbial,K22981,gamma-polyglutamate biosynthesis protein CapE,NAC,2.2916496746429145,1.6441039035230536,R+45,0,concordant,1.9729246842276642,3773,1741
microbial,K12270,accessory secretory protein Asp3,NAC,3.153235489804929,2.463274236886337,R+1,0,ambiguous,1.9706193895090696,3774,1742
microbial,K21651,KSHV signal transducing membrane protein,ORC,3.0221008769077837,2.4613601160924925,R+1,0,ambiguous,1.969088092873994,3775,1998
microbial,K21287,gamma-glutamylanilide hydrolase [EC:3.5.1.123],ORC,2.5379947243295957,1.968429071875501,R+1,0,idiosyncratic,1.968429071875501,3776,1999
microbial,K00290,"saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]",ORC,3.203359899156353,2.459520577678217,R+1,0,ambiguous,1.9676164621425738,3777,2000
microbial,K15523,protein-ribulosamine 3-kinase [EC:2.7.1.172],NAC,3.0869292223885005,2.457369892481826,R+1,0,ambiguous,1.965895913985461,3778,1743
microbial,K07393,glutathionyl-hydroquinone reductase [EC:1.8.5.7],ORC,2.2899960220951794,1.6341247921208086,R+1,0,concordant,1.9609497505449702,3779,2001
microbial,K08094,6-phospho-3-hexuloisomerase [EC:5.3.1.27],NAC,3.212872863122178,2.4496240431043863,R+1,0,ambiguous,1.9596992344835091,3780,1744
microbial,K02027,multiple sugar transport system substrate-binding protein,NAC,3.0870375349781183,2.448345078746487,R+1,0,ambiguous,1.9586760629971895,3781,1745
microbial,K05802,potassium-dependent mechanosensitive channel,ORC,3.154175253438892,2.4420101123220244,R+1,0,ambiguous,1.9536080898576196,3782,2002
microbial,K10039,aspartate/glutamate/glutamine transport system substrate-binding protein,ORC,3.1910177064107477,2.439886943893676,R+1,0,ambiguous,1.951909555114941,3783,2003
immune,bca_1,BCA-1,,1.9959121522261039,1.6259704971096218,R+45,0,concordant,1.951164596531546,3784,30
microbial,K06919,putative DNA primase/helicase,NAC,3.006469869717461,2.4281398460956556,R+1,0,ambiguous,1.9425118768765246,3785,1746
microbial,K22010,"two-component system, response regulator PdtaR",NAC,3.0853824742419387,2.4167224941089778,R+45,0,ambiguous,1.9333779952871823,3786,1747
microbial,K21650,KSHV transcription activator ORF50,NAC,3.012107143551459,2.415046377923802,R+1,0,ambiguous,1.9320371023390415,3787,1748
microbial,K02760,cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205],NAC,3.028325354483971,2.4123227863324592,R+82,0,ambiguous,1.9298582290659674,3788,1749
microbial,K01750,ornithine cyclodeaminase [EC:4.3.1.12],NAC,3.091292197669434,2.412185355489661,R+1,0,ambiguous,1.9297482843917289,3789,1750
immune,il_7,IL-7,,3.1634128687524736,2.410603997156431,R+194,0,ambiguous,1.9284831977251446,3790,31
microbial,K07012,CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-],NAC,2.8362973234711535,2.407969903360588,R+1,0,ambiguous,1.9263759226884707,3791,1751
clinical,neutrophils,NEUTROPHILS,,2.2488214876719326,1.6021469970012117,R+82,0,concordant,1.922576396401454,3792,7
microbial,K06908,uncharacterized protein,ORC,3.160866055453189,2.4026641937860083,R+45,0,ambiguous,1.9221313550288066,3793,2004
microbial,K01166,ribonuclease T2 [EC:4.6.1.19],ORC,2.9770947780579218,2.391680578570378,R+1,0,ambiguous,1.9133444628563023,3794,2005
microbial,K19649,5-exo-hydroxycamphor dehydrogenase [EC:1.1.1.327],NAC,3.0899690512131386,2.384809182687128,R+82,0,ambiguous,1.9078473461497023,3795,1752
microbial,K03095,SprT-like protein,NAC,2.4617525226990717,2.38424505517209,R+1,0,ambiguous,1.907396044137672,3796,1753
microbial,K13052,cell division protein DivIC,NAC,3.1218706010186668,2.374075943865431,R+1,0,ambiguous,1.899260755092345,3797,1754
microbial,K04062,osmotically inducible lipoprotein OsmB,ORC,2.3132353357569415,1.896871561246704,R+82,0,idiosyncratic,1.896871561246704,3798,2006
microbial,K03855,ferredoxin like protein,NAC,2.9708634756002583,2.369259488814687,R+1,0,ambiguous,1.8954075910517496,3799,1755
microbial,K07486,transposase,NAC,2.7091054723147705,2.361150894460816,R+1,0,ambiguous,1.888920715568653,3800,1756
microbial,K05311,central glycolytic genes regulator,NAC,3.02417004751116,2.358457548438104,R+1,0,ambiguous,1.8867660387504832,3801,1757
microbial,K03811,nicotinamide mononucleotide transporter,NAC,3.1072318975403888,2.3569729045547336,R+45,0,ambiguous,1.885578323643787,3802,1758
microbial,K21207,(-)-pluviatolide synthase [EC:1.14.19.72],NAC,2.73872335221222,2.348142877148545,R+1,0,ambiguous,1.8785143017188362,3803,1759
microbial,K22634,salviol synthase [EC:1.14.14.62],NAC,3.088002008416896,2.34083660073185,R+1,0,ambiguous,1.87266928058548,3804,1760
microbial,K13473,chitin elicitor-binding protein,NAC,3.067559859240316,2.340654565812088,R+1,0,ambiguous,1.8725236526496705,3805,1761
microbial,K18114,dimethylallylcistransferase [EC:2.5.1.28],NAC,2.9840939053602313,2.3388124577773013,R+1,0,ambiguous,1.8710499662218412,3806,1762
immune,il_28a,IL-28A,,2.7851599931147843,2.6593555498306696,R+82,0,discordant,1.8615488848814685,3807,32
microbial,K00564,16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172],NAC,2.9344736474324624,2.3216409844070673,R+82,0,ambiguous,1.8573127875256539,3808,1763
microbial,K07054,uncharacterized protein,ORC,2.6538150222718424,2.320426714605396,R+82,0,ambiguous,1.856341371684317,3809,2007
microbial,K00700,"1,4-alpha-glucan branching enzyme [EC:2.4.1.18]",NAC,2.9164282735352285,2.315375968871891,R+1,0,ambiguous,1.852300775097513,3810,1764
microbial,K01573,oxaloacetate decarboxylase (Na+ extruding) subunit gamma,ORC,2.3515428666018945,2.312214771112287,R+82,0,ambiguous,1.8497718168898296,3811,2008
microbial,K05275,pyridoxine 4-dehydrogenase [EC:1.1.1.65],NAC,2.7571783621838235,2.311644331960102,R+1,0,ambiguous,1.8493154655680817,3812,1765
microbial,K20452,dimethylmaleate hydratase large subunit [EC:4.2.1.85],NAC,3.044021925571735,2.311524649399778,R+1,0,ambiguous,1.8492197195198223,3813,1766
microbial,K09022,2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10],NAC,2.511841166003387,2.3099160377870938,R+1,0,ambiguous,1.8479328302296751,3814,1767
microbial,K19149,small toxic protein IbsA,NAC,3.046412033911426,2.3045401020913987,R+1,0,ambiguous,1.843632081673119,3815,1768
microbial,K09145,uncharacterized protein,NAC,2.3592812870303166,2.3025008218695877,R+1,0,ambiguous,1.8420006574956702,3816,1769
microbial,K01048,lysophospholipase [EC:3.1.1.5],ORC,2.9313808208891032,2.2858416372976036,R+1,0,ambiguous,1.828673309838083,3817,2009
microbial,K03079,L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22],ORC,3.000570841460239,2.283188891176265,R+1,0,ambiguous,1.826551112941012,3818,2010
microbial,K01719,uroporphyrinogen-III synthase [EC:4.2.1.75],NAC,2.9201512953755198,2.282927580983175,R+1,0,ambiguous,1.82634206478654,3819,1770
immune,il_16,IL-16,,3.1565133434921977,2.5900617836688435,R+194,0,discordant,1.8130432485681904,3820,33
microbial,K15967,ketoreductase,NAC,2.9346693147957934,2.2566634095909675,R+45,0,ambiguous,1.8053307276727741,3821,1771
microbial,K19635,L-idonate 5-dehydrogenase [EC:1.1.1.366],ORC,2.1186429182549325,1.5023459357988758,R+1,0,concordant,1.8028151229586509,3822,2011
microbial,K18114,dimethylallylcistransferase [EC:2.5.1.28],ORC,2.600445065169704,2.252516864059009,R+82,0,ambiguous,1.8020134912472074,3823,2012
microbial,K07669,"two-component system, OmpR family, response regulator MprA",NAC,2.8835737390074794,2.25163952069042,R+1,0,ambiguous,1.8013116165523362,3824,1772
microbial,K04092,chorismate mutase [EC:5.4.99.5],NAC,2.889215293675705,2.238941969870394,R+1,0,ambiguous,1.791153575896315,3825,1773
microbial,K02759,cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205],ORC,2.9061707859193,2.2351727216003705,R+1,0,ambiguous,1.7881381772802964,3826,2013
microbial,K07668,"two-component system, OmpR family, response regulator VicR",NAC,2.844438170878056,2.225856175069288,R+1,0,ambiguous,1.7806849400554303,3827,1774
microbial,K14149,dense granule protein 3,NAC,2.952049147455005,2.218592122549706,R+1,0,ambiguous,1.774873698039765,3828,1775
microbial,K03187,urease accessory protein,NAC,2.941696419664066,2.215351382807894,R+1,0,ambiguous,1.7722811062463153,3829,1776
microbial,K07038,inner membrane protein,ORC,2.4896688570031826,2.2106236103235433,R+1,0,ambiguous,1.7684988882588346,3830,2014
microbial,K19267,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],ORC,2.9019904594735766,2.2076310335094713,R+1,0,ambiguous,1.7661048268075772,3831,2015
microbial,K03453,"bile acid:Na+ symporter, BASS family",ORC,1.4926997076872628,1.4682868105788691,R+82,0,concordant,1.761944172694643,3832,2016
microbial,K00339,NADH-quinone oxidoreductase subunit J [EC:7.1.1.2],ORC,2.431217171255618,2.1881707394164907,R+82,0,ambiguous,1.7505365915331925,3833,2017
microbial,K15519,deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74],NAC,2.9145923066889945,2.1867086125824566,R+1,0,ambiguous,1.7493668900659654,3834,1777
microbial,K09121,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]",ORC,2.9041301621619553,2.1788343809125,R+1,0,ambiguous,1.74306750473,3835,2018
microbial,K21838,artemisinic aldehyde Delta11(13)-reductase [EC:1.3.1.92],ORC,2.8900494148795373,2.178178779687669,R+82,0,ambiguous,1.7425430237501354,3836,2019
microbial,K00067,dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133],ORC,2.123813765476145,1.7338309439505326,R+82,0,idiosyncratic,1.7338309439505326,3837,2020
microbial,K01339,g-renin [EC:3.4.21.54],NAC,2.8695007652900566,2.1655717258741856,R+1,0,ambiguous,1.7324573806993486,3838,1778
microbial,K19885,dichlorochromopyrrolate synthase / catalase [EC:1.21.98.2 1.11.1.6],NAC,2.8357662404047606,2.1606092910818266,R+1,0,ambiguous,1.7284874328654614,3839,1779
microbial,K11530,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]",NAC,2.818313197286558,2.1564993728540593,R+82,0,ambiguous,1.7251994982832475,3840,1780
microbial,K23108,benzoate---CoA ligase [EC:6.2.1.25],ORC,2.0635543956244238,1.4368849396498522,R+45,0,concordant,1.7242619275798226,3841,2021
microbial,K02609,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]",NAC,2.8536561233103637,2.1551855942985716,R+1,0,ambiguous,1.7241484754388574,3842,1781
microbial,K24866,precorrin-2 dehydrogenase [EC:1.3.1.76],NAC,2.82687780884928,2.1497566335896137,R+1,0,ambiguous,1.719805306871691,3843,1782
microbial,K21427,mitomycin 6-O-methyltransferase [EC:2.1.1.316],ORC,2.562016362221753,2.142471214810196,R+45,0,ambiguous,1.7139769718481568,3844,2022
microbial,K00991,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60],NAC,2.8575382248476733,2.1350996152235635,R+1,0,ambiguous,1.7080796921788508,3845,1783
microbial,K17490,methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1],NAC,2.744890219734219,2.1342061773389096,R+1,0,ambiguous,1.7073649418711279,3846,1784
microbial,K24126,lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28],NAC,2.8547477668656653,2.1340980755010444,R+1,0,ambiguous,1.7072784604008355,3847,1785
microbial,K21788,dodecanoy-ACP synthase,ORC,2.8097157795543835,2.1166654661352364,R+82,0,ambiguous,1.6933323729081893,3848,2023
microbial,K19297,"subtilase cytotoxin, subunit A",ORC,2.0914091153773477,1.6897508037512463,R+45,0,idiosyncratic,1.6897508037512463,3849,2024
microbial,K02574,ferredoxin-type protein NapH,ORC,2.4692479789904023,2.11068847727543,R+1,0,ambiguous,1.688550781820344,3850,2025
microbial,K09797,uncharacterized protein,ORC,2.4980632028231504,2.106855544796123,R+82,0,ambiguous,1.6854844358368983,3851,2026
microbial,K03708,transcriptional regulator of stress and heat shock response,NAC,2.7431785415598777,2.10684791530717,R+1,0,ambiguous,1.6854783322457363,3852,1786
microbial,K20883,"O55-antigen biosynthesis alpha-1,2-colitosyltransferase [EC:2.4.1.341]",ORC,2.7132044321370343,2.1057222931162096,R+1,0,ambiguous,1.6845778344929678,3853,2027
microbial,K09936,bacterial/archaeal transporter family-2 protein,ORC,2.6849269333012007,2.100990987395764,R+1,0,ambiguous,1.6807927899166115,3854,2028
clinical,hematocrit,HEMATOCRIT,,3.121366276051934,2.4005616455779184,R+82,0,discordant,1.6803931519045427,3855,8
microbial,K15536,soluble cytochrome b562,ORC,2.7651850804921407,2.0933182910512897,R+1,0,ambiguous,1.6746546328410319,3856,2029
microbial,K08722,5'-deoxynucleotidase [EC:3.1.3.89],ORC,1.5551303634333902,1.3872754026707315,R+1,0,concordant,1.6647304832048777,3857,2030
microbial,K07154,serine/threonine-protein kinase HipA [EC:2.7.11.1],ORC,2.7507299961550093,2.074948615031841,R+1,0,ambiguous,1.6599588920254729,3858,2031
microbial,K19650,secoisolariciresinol dehydrogenase [EC:1.1.1.331],NAC,2.7810228947249342,2.0740751790625587,R+1,0,ambiguous,1.6592601432500471,3859,1787
microbial,K15599,putative hydroxymethylpyrimidine transport system permease protein,ORC,2.317059191974232,2.0698926133564837,R+1,0,ambiguous,1.655914090685187,3860,2032
microbial,K06213,magnesium transporter,ORC,1.9642991051403855,1.3799040132939318,R+1,0,concordant,1.655884815952718,3861,2033
microbial,K06891,ATP-dependent Clp protease adaptor protein ClpS,ORC,2.2154720697401675,2.063884946457956,R+82,0,ambiguous,1.6511079571663647,3862,2034
microbial,K00656,formate C-acetyltransferase [EC:2.3.1.54],NAC,2.776130566756116,2.0630061500133903,R+1,0,ambiguous,1.6504049200107123,3863,1788
microbial,K07029,diacylglycerol kinase (ATP) [EC:2.7.1.107],NAC,2.7396238306619902,2.061747089876327,R+1,0,ambiguous,1.6493976719010615,3864,1789
microbial,K01060,cephalosporin-C deacetylase [EC:3.1.1.41],NAC,2.722545123280083,2.060941623555732,R+45,0,ambiguous,1.6487532988445857,3865,1790
microbial,K14150,dense granule protein 5,NAC,2.7712777375117694,2.0591993098259502,R+1,0,ambiguous,1.6473594478607603,3866,1791
microbial,K08312,ADP-ribose diphosphatase [EC:3.6.1.-],ORC,2.6588914815424567,2.0528908888054973,R+82,0,ambiguous,1.642312711044398,3867,2035
microbial,K11744,AI-2 transport protein TqsA,NAC,2.717191205465782,2.052564541141395,R+1,0,ambiguous,1.642051632913116,3868,1792
microbial,K15600,putative hydroxymethylpyrimidine transport system ATP-binding protein,ORC,2.455688422751992,2.0519491096545033,R+1,0,ambiguous,1.6415592877236027,3869,2036
microbial,K01471,6-aminohexanoate-cyclic-dimer hydrolase [EC:3.5.2.12],ORC,1.8693623766859566,1.366329074115439,R+1,0,concordant,1.6395948889385268,3870,2037
microbial,K09940,uncharacterized protein,NAC,2.6755779864674247,2.033873179974322,R+1,0,ambiguous,1.6270985439794576,3871,1793
microbial,K02573,ferredoxin-type protein NapG,ORC,2.4461229857201197,2.032320324038417,R+1,0,ambiguous,1.6258562592307335,3872,2038
microbial,K14036,"ent-cassa-12,15-diene synthase [EC:4.2.3.28]",ORC,2.616813643850866,2.030397992717353,R+1,0,ambiguous,1.6243183941738826,3873,2039
microbial,K00992,N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99],ORC,2.0517733474457778,2.021064975065389,R+1,0,ambiguous,1.6168519800523111,3874,2040
microbial,K02431,L-fucose mutarotase [EC:5.1.3.29],ORC,2.727981828581231,2.020448052884226,R+1,0,ambiguous,1.616358442307381,3875,2041
