layer,measurement,measurement_label,site,peak_abs_z,peak_z_ci_lower_abs,peak_timepoint,clinical_flagged_count,concordance_class,signal_score,rank_overall,rank_within_layer
microbial,K05565,multicomponent Na+:H+ antiporter subunit A,NAC,235.76265401155237,204.89012121774155,R+1,0,ambiguous,163.91209697419325,1,1
microbial,K01961,"acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",ORC,173.77608613453393,160.7686812694282,R+82,0,idiosyncratic,160.7686812694282,2,1
microbial,K21498,antitoxin HigA-1,NAC,220.52670380278246,190.74811615938484,R+1,0,ambiguous,152.59849292750786,3,2
microbial,K00606,3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11],NAC,158.99301676514054,146.72460803324714,R+1,0,ambiguous,117.37968642659771,4,3
microbial,K17898,"D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]",NAC,123.84349458910701,121.56451867318928,R+1,0,ambiguous,97.25161493855143,5,4
microbial,K09117,uncharacterized protein,NAC,119.37349247938103,118.64278525636394,R+1,0,ambiguous,94.91422820509115,6,5
microbial,K03723,transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-],ORC,105.08485458827516,91.23714875616787,R+1,0,idiosyncratic,91.23714875616787,7,2
microbial,K21400,2-amino-4-ketopentanoate thiolase beta subunit [EC:2.3.1.263],NAC,124.3305746475174,108.02254961514292,R+1,0,ambiguous,86.41803969211435,8,6
microbial,K05567,multicomponent Na+:H+ antiporter subunit C,NAC,110.534992284448,102.73587488166592,R+1,0,ambiguous,82.18869990533274,9,7
microbial,K06196,cytochrome c-type biogenesis protein,NAC,107.90682114738836,95.83188241581716,R+1,0,ambiguous,76.66550593265373,10,8
microbial,K20074,PPM family protein phosphatase [EC:3.1.3.16],ORC,77.0714565451992,74.0815428889038,R+1,0,idiosyncratic,74.0815428889038,11,3
microbial,K00124,formate dehydrogenase iron-sulfur subunit,NAC,95.64387804647517,84.78609717576232,R+1,0,ambiguous,67.82887774060985,12,9
microbial,K21570,putidaredoxin---NAD+ reductase [EC:1.18.1.5],ORC,60.848167033174974,55.30321023198944,R+1,0,concordant,66.36385227838733,13,4
microbial,K17836,beta-lactamase class A [EC:3.5.2.6],ORC,57.12500362176529,55.14656069961253,R+1,0,concordant,66.17587283953503,14,5
microbial,K02530,"DeoR family transcriptional regulator, lactose phosphotransferase system repressor",ORC,91.25390055013983,81.29321014683421,R+1,0,ambiguous,65.03456811746737,15,6
microbial,K24305,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-mannopyranose hydrolase",NAC,90.07340926510781,79.9079204703461,R+1,0,ambiguous,63.92633637627688,16,10
microbial,K03687,molecular chaperone GrpE,NAC,89.37015750123514,77.12709303006535,R+1,0,ambiguous,61.701674424052285,17,11
microbial,K01740,O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49],NAC,87.04044510801123,76.89836747414529,R+1,0,ambiguous,61.51869397931623,18,12
microbial,K19084,bacitracin transport system permease protein,ORC,83.95585905293623,76.69190169619041,R+1,0,ambiguous,61.353521356952335,19,7
microbial,K02948,small subunit ribosomal protein S11,NAC,80.79700877304208,75.66337064502864,R+1,0,ambiguous,60.530696516022914,20,13
microbial,K01956,carbamoyl-phosphate synthase small subunit [EC:6.3.5.5],ORC,48.362813381822384,47.83491291238056,R+45,0,concordant,57.40189549485667,21,8
microbial,K08161,"MFS transporter, DHA1 family, multidrug resistance protein",ORC,48.72547985854184,43.91918791436298,R+1,0,concordant,52.70302549723557,22,9
microbial,K00574,cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],NAC,65.89597529717994,58.753851540592585,R+1,0,ambiguous,47.003081232474074,23,14
microbial,K15772,arabinogalactan oligomer / maltooligosaccharide transport system permease protein,ORC,53.88969390548824,46.61815147369946,R+1,0,idiosyncratic,46.61815147369946,24,10
microbial,K16899,ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12],ORC,39.920537207518976,38.332553809327294,R+1,0,concordant,45.999064571192754,25,11
microbial,K00108,choline dehydrogenase [EC:1.1.99.1],NAC,63.253725656734126,57.36517411400346,R+1,0,ambiguous,45.89213929120277,26,15
microbial,K08256,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],NAC,65.28081365319032,56.71672173586094,R+1,0,ambiguous,45.37337738868876,27,16
microbial,K01372,bleomycin hydrolase [EC:3.4.22.40],NAC,57.01171379173631,56.389120165519394,R+1,0,ambiguous,45.11129613241552,28,17
microbial,K08744,cardiolipin synthase (CMP-forming) [EC:2.7.8.41],ORC,51.1420485903049,45.04251893170295,R+1,0,idiosyncratic,45.04251893170295,29,12
microbial,K02824,uracil permease,ORC,42.495730172647164,37.456611030156694,R+1,0,concordant,44.94793323618803,30,13
microbial,K01938,formate--tetrahydrofolate ligase [EC:6.3.4.3],ORC,59.42594038604134,55.93478717631753,R+1,0,ambiguous,44.747829741054026,31,14
microbial,K17318,putative aldouronate transport system substrate-binding protein,ORC,62.336974225808476,55.44227223470402,R+1,0,ambiguous,44.35381778776322,32,15
microbial,K12410,NAD-dependent deacetylase [EC:2.3.1.286],ORC,43.93176121250448,42.818503111487985,R+1,0,idiosyncratic,42.818503111487985,33,16
microbial,K21158,serine/threonine-protein kinase TOS3 [EC:2.7.11.1],NAC,53.24688844017433,53.221037297539326,R+45,0,ambiguous,42.576829838031465,34,18
microbial,K03495,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,ORC,38.6553801133286,34.98994321594017,R+1,0,concordant,41.9879318591282,35,17
microbial,K14743,membrane-anchored mycosin MYCP [EC:3.4.21.-],NAC,60.07872657168262,51.73890573386691,R+1,0,ambiguous,41.39112458709353,36,19
microbial,K03453,"bile acid:Na+ symporter, BASS family",NAC,57.40326657340363,51.404417014404345,R+1,0,ambiguous,41.12353361152348,37,20
microbial,K01754,threonine dehydratase [EC:4.3.1.19],NAC,53.034340008215,50.5989912270567,R+1,0,ambiguous,40.47919298164536,38,21
microbial,K07146,UPF0176 protein,NAC,52.0235543826522,49.188864963221036,R+1,0,ambiguous,39.35109197057683,39,22
microbial,K01008,"selenide, water dikinase [EC:2.7.9.3]",NAC,53.39015035496983,48.0303708491819,R+1,0,ambiguous,38.424296679345524,40,23
microbial,K22927,cyclic-di-AMP phosphodiesterase [EC:3.1.4.59],ORC,34.596839634079146,31.934491974824287,R+1,0,concordant,38.32139036978914,41,18
microbial,K02821,ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194],ORC,39.418448105226524,38.31532350336911,R+1,0,idiosyncratic,38.31532350336911,42,19
microbial,K07030,fatty acid kinase [EC:2.7.2.18],NAC,51.62025179521159,47.57615958492537,R+1,0,ambiguous,38.0609276679403,43,24
microbial,K03325,arsenite transporter,NAC,54.68480098007103,47.119473499702636,R+1,0,ambiguous,37.69557879976211,44,25
microbial,K03705,heat-inducible transcriptional repressor,ORC,31.510801425714657,31.20465902147445,R+1,0,concordant,37.44559082576934,45,20
microbial,K00625,phosphate acetyltransferase [EC:2.3.1.8],ORC,31.08961770010593,30.79224828914991,R+1,0,concordant,36.95069794697989,46,21
microbial,K00941,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7],ORC,32.67774852496696,30.506148246120055,R+1,0,concordant,36.607377895344065,47,22
microbial,K02956,small subunit ribosomal protein S15,ORC,39.34059763446673,36.45238182504929,R+82,0,idiosyncratic,36.45238182504929,48,23
microbial,K09014,Fe-S cluster assembly protein SufB,ORC,32.84253960748445,30.08791286581741,R+1,0,concordant,36.105495438980896,49,24
microbial,K02361,isochorismate synthase [EC:5.4.4.2],NAC,50.75027710519938,44.92777974785666,R+1,0,ambiguous,35.94222379828533,50,26
immune,il_6,IL-6,,31.509927979449465,29.88224480833428,R+1,0,concordant,35.85869377000114,51,1
microbial,K03798,cell division protease FtsH [EC:3.4.24.-],ORC,51.99179945255033,44.81243314643642,R+1,0,ambiguous,35.849946517149135,52,25
microbial,K07768,"two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]",NAC,48.8044336751906,44.74736397880112,R+1,0,ambiguous,35.797891183040896,53,27
microbial,K03635,molybdopterin synthase catalytic subunit [EC:2.8.1.12],NAC,32.36720422402049,29.518567308948374,R+1,0,concordant,35.42228077073805,54,28
microbial,K01304,pyroglutamyl-peptidase [EC:3.4.19.3],NAC,47.14034911698144,43.97000590195728,R+1,0,ambiguous,35.176004721565825,55,29
microbial,K21672,"2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]",NAC,49.18165850793926,43.71404669131004,R+1,0,ambiguous,34.97123735304803,56,30
microbial,K02073,D-methionine transport system substrate-binding protein,ORC,30.910898699020777,28.901859148161687,R+1,0,concordant,34.68223097779402,57,26
microbial,K01448,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],NAC,46.33815620061656,42.741291600944024,R+1,0,ambiguous,34.19303328075522,58,31
microbial,K01834,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",ORC,35.44210372218828,33.89390228691115,R+82,0,idiosyncratic,33.89390228691115,59,27
microbial,K02899,large subunit ribosomal protein L27,ORC,39.31909108920009,33.75930586216631,R+82,0,idiosyncratic,33.75930586216631,60,28
microbial,K12706,novobiocin biosynthesis protein NovC,NAC,46.1232236718281,41.85978753323048,R+1,0,ambiguous,33.48783002658438,61,32
microbial,K21399,2-amino-4-ketopentanoate thiolase alpha subunit [EC:2.3.1.263],NAC,48.41787782399942,41.65763631949089,R+1,0,ambiguous,33.32610905559272,62,33
microbial,K02371,enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9],ORC,31.96389604824648,27.51898177683331,R+1,0,concordant,33.022778132199974,63,29
microbial,K20155,4-methylaminobutanoate oxidase (methylamine-forming) [EC:1.5.3.21],NAC,45.097792566743955,41.09051104748114,R+1,0,ambiguous,32.87240883798491,64,34
microbial,K01087,trehalose 6-phosphate phosphatase [EC:3.1.3.12],NAC,46.27739994407322,41.07423125467121,R+1,0,ambiguous,32.85938500373697,65,35
microbial,K00790,UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7],NAC,43.494350812696304,41.04917998719086,R+1,0,ambiguous,32.83934398975269,66,36
microbial,K12143,hydrogenase-4 component H,ORC,47.53127177928089,41.045846864154704,R+1,0,ambiguous,32.83667749132376,67,30
microbial,K01961,"acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",NAC,45.03237330117437,40.52202482539993,R+1,0,ambiguous,32.417619860319945,68,37
microbial,K03312,"glutamate:Na+ symporter, ESS family",NAC,44.36818220206207,40.04256391128892,R+1,0,ambiguous,32.03405112903114,69,38
microbial,K09690,lipopolysaccharide transport system permease protein,NAC,46.301432556061116,39.87656515647176,R+1,0,ambiguous,31.90125212517741,70,39
microbial,K01918,pantoate--beta-alanine ligase [EC:6.3.2.1],NAC,44.432124302080354,39.61039673431136,R+1,0,ambiguous,31.68831738744909,71,40
microbial,K06994,putative drug exporter of the RND superfamily,NAC,43.67509614429681,39.32707029641338,R+1,0,ambiguous,31.461656237130708,72,41
microbial,K00528,ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1],NAC,43.46929721716022,39.27736200088129,R+1,0,ambiguous,31.421889600705033,73,42
microbial,K05522,endonuclease VIII [EC:3.2.2.- 4.2.99.18],NAC,42.75869414418322,38.90607522430869,R+1,0,ambiguous,31.12486017944695,74,43
microbial,K14059,integrase,NAC,39.76093620487192,38.1526339153015,R+1,0,ambiguous,30.522107132241203,75,44
microbial,K05592,ATP-dependent RNA helicase DeaD [EC:3.6.4.13],ORC,41.05326829540979,38.0621623170112,R+1,0,ambiguous,30.44972985360896,76,31
microbial,K07386,putative endopeptidase [EC:3.4.24.-],NAC,38.449550121615275,37.96925708542187,R+1,0,ambiguous,30.3754056683375,77,45
microbial,K00806,undecaprenyl diphosphate synthase [EC:2.5.1.31],ORC,33.98185911687727,30.191777702901323,R+82,0,idiosyncratic,30.191777702901323,78,32
microbial,K01066,acetyl esterase [EC:3.1.1.-],NAC,43.61143689084935,37.603572907979846,R+82,0,ambiguous,30.082858326383878,79,46
microbial,K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],ORC,32.220715476722184,29.84726721781865,R+82,0,idiosyncratic,29.84726721781865,80,33
microbial,K01142,exodeoxyribonuclease III [EC:3.1.11.2],NAC,42.26991456584116,37.06017665371353,R+1,0,ambiguous,29.64814132297083,81,47
microbial,K22890,HIV-1 protein Vpu,ORC,38.53738269105608,36.71465712065139,R+1,0,ambiguous,29.37172569652111,82,34
microbial,K15993,O-mycaminosyltylonolide 6-deoxyallosyltransferase [EC:2.4.1.317],NAC,39.72798163726366,36.65424624783748,R+1,0,ambiguous,29.323396998269985,83,48
microbial,K03427,type I restriction enzyme M protein [EC:2.1.1.72],NAC,42.436442982893844,36.526400888735736,R+1,0,ambiguous,29.22112071098859,84,49
microbial,K19082,"two-component system, OmpR family, response regulator protein BraR/BceR",ORC,32.28136665690752,28.93614799447158,R+1,0,idiosyncratic,28.93614799447158,85,35
microbial,K02010,iron(III) transport system ATP-binding protein [EC:7.2.2.7],ORC,32.995372232438584,28.58850643641611,R+1,0,idiosyncratic,28.58850643641611,86,36
microbial,K03786,3-dehydroquinate dehydratase II [EC:4.2.1.10],ORC,24.799831077671943,23.782271574813084,R+1,0,concordant,28.5387258897757,87,37
microbial,K02965,small subunit ribosomal protein S19,NAC,25.377933341662107,23.77073176846871,R+1,0,concordant,28.524878122162452,88,50
microbial,K14260,alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2],ORC,32.76765404133022,28.259562339772597,R+82,0,idiosyncratic,28.259562339772597,89,38
microbial,K00797,spermidine synthase [EC:2.5.1.16],ORC,26.332819036211443,23.384015786210433,R+1,0,concordant,28.06081894345252,90,39
microbial,K06986,uncharacterized protein,NAC,36.746604877994315,34.64810466803294,R+1,0,ambiguous,27.718483734426357,91,51
microbial,K01082,"3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]",NAC,37.768122187329986,34.61246120046239,R+1,0,ambiguous,27.689968960369914,92,52
microbial,K09787,uncharacterized protein,ORC,29.361584596724803,27.66171325585689,R+1,0,idiosyncratic,27.66171325585689,93,40
microbial,K18354,vancomycin resistance protein VanK,ORC,32.212826859698026,27.609259027567017,R+82,0,idiosyncratic,27.609259027567017,94,41
microbial,K03932,polyhydroxybutyrate depolymerase,NAC,34.5091146903747,34.11366839940081,R+1,0,ambiguous,27.29093471952065,95,53
microbial,K00520,mercuric reductase [EC:1.16.1.1],ORC,23.916239233562358,22.6512028568449,R+1,0,concordant,27.18144342821388,96,42
microbial,K07047,N-substituted formamide deformylase [EC:3.5.1.91],NAC,38.76179298841704,33.736895378235,R+1,0,ambiguous,26.989516302588,97,54
microbial,K10823,oligopeptide transport system ATP-binding protein,ORC,28.363262396320685,26.96519397947143,R+1,0,idiosyncratic,26.96519397947143,98,43
microbial,K05362,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7],ORC,38.76545447319108,33.660238531235656,R+1,0,ambiguous,26.928190824988526,99,44
microbial,K00389,putative membrane protein,NAC,37.64221036238136,33.646911206406955,R+1,0,ambiguous,26.917528965125566,100,55
microbial,K01512,acylphosphatase [EC:3.6.1.7],NAC,38.79780422197519,33.535418277413264,R+1,0,ambiguous,26.828334621930612,101,56
microbial,K02907,large subunit ribosomal protein L30,NAC,25.948859572531376,22.212982166265906,R+1,0,concordant,26.655578599519085,102,57
microbial,K03111,single-strand DNA-binding protein,NAC,23.039745869068348,22.13774299624944,R+1,0,concordant,26.56529159549933,103,58
microbial,K17758,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],ORC,38.24827888112295,32.9296440176973,R+1,0,ambiguous,26.34371521415784,104,45
microbial,K10112,multiple sugar transport system ATP-binding protein [EC:7.5.2.-],ORC,29.045192047921432,26.16072652220063,R+1,0,idiosyncratic,26.16072652220063,105,46
microbial,K04517,prephenate dehydrogenase [EC:1.3.1.12],ORC,22.25044754938893,21.745651550702163,R+1,0,concordant,26.094781860842595,106,47
microbial,K08316,16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171],ORC,30.148817953942135,25.838376604308426,R+82,0,idiosyncratic,25.838376604308426,107,48
microbial,K00917,tagatose 6-phosphate kinase [EC:2.7.1.144],ORC,33.198190634159126,32.05381915706366,R+1,0,ambiguous,25.643055325650927,108,49
microbial,K23987,"dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]",NAC,33.90157606978213,32.02964498146514,R+1,0,ambiguous,25.62371598517211,109,59
microbial,K18189,translational activator of cytochrome c oxidase 1,ORC,25.95596509494668,25.187913510393617,R+82,0,idiosyncratic,25.187913510393617,110,50
microbial,K03076,preprotein translocase subunit SecY,NAC,24.34850461713289,20.968399796070198,R+1,0,concordant,25.162079755284235,111,60
microbial,K07313,serine/threonine protein phosphatase 1 [EC:3.1.3.16],ORC,36.07246030205679,31.363344875741312,R+1,0,ambiguous,25.09067590059305,112,51
microbial,K20590,gentamicin A2 dehydrogenase [EC:1.1.1.-],ORC,25.537204277342017,24.95715474625262,R+1,0,idiosyncratic,24.95715474625262,113,52
microbial,K18851,diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:2.3.1.20 2.3.1.122],NAC,33.90902917432626,31.14341098134054,R+1,0,ambiguous,24.914728785072434,114,61
microbial,K07729,putative transcriptional regulator,NAC,33.903308054543764,30.967050605975043,R+1,0,ambiguous,24.773640484780035,115,62
microbial,K25307,low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48],NAC,33.84969230599319,30.95885959948826,R+1,0,ambiguous,24.76708767959061,116,63
microbial,K08483,phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9],ORC,23.505564746831467,20.608126666700553,R+82,0,concordant,24.729752000040662,117,53
microbial,K00526,ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1],NAC,35.82881296638703,30.857474428387047,R+1,0,ambiguous,24.68597954270964,118,64
microbial,K03525,type III pantothenate kinase [EC:2.7.1.33],ORC,27.235643559833232,24.67952636996073,R+1,0,idiosyncratic,24.67952636996073,119,54
microbial,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",NAC,22.591585026059235,20.417664052091567,R+1,0,concordant,24.50119686250988,120,65
microbial,K14047,"fusicocca-2,10(14)-diene synthase [EC:4.2.3.43]",NAC,33.92965817431307,30.626124286499344,R+1,0,ambiguous,24.500899429199478,121,66
microbial,K02030,polar amino acid transport system substrate-binding protein,NAC,35.048220404419645,30.575035685050118,R+1,0,ambiguous,24.460028548040096,122,67
microbial,K02945,small subunit ribosomal protein S1,ORC,25.923653580774292,24.143365877734322,R+82,0,idiosyncratic,24.143365877734322,123,55
microbial,K07113,UPF0716 protein FxsA,NAC,33.56547289805074,30.128398723160632,R+1,0,ambiguous,24.102718978528507,124,68
microbial,K07574,RNA-binding protein,NAC,33.918450792245636,30.0962350750785,R+1,0,ambiguous,24.076988060062803,125,69
microbial,K06287,nucleoside triphosphate pyrophosphatase [EC:3.6.1.-],NAC,30.96964395901437,29.950952022224918,R+1,0,ambiguous,23.960761617779937,126,70
microbial,K01271,Xaa-Pro dipeptidase [EC:3.4.13.9],ORC,22.48842879139003,19.935935880233245,R+1,0,concordant,23.923123056279895,127,56
microbial,K00970,poly(A) polymerase [EC:2.7.7.19],NAC,34.57588093460505,29.883289915995658,R+1,0,ambiguous,23.90663193279653,128,71
microbial,K01897,long-chain acyl-CoA synthetase [EC:6.2.1.3],NAC,34.33820147875171,29.49402587499518,R+1,0,ambiguous,23.595220699996148,129,72
microbial,K02549,o-succinylbenzoate synthase [EC:4.2.1.113],ORC,22.252519667425116,19.662246404714317,R+1,0,concordant,23.59469568565718,130,57
microbial,K21688,resuscitation-promoting factor RpfB,NAC,21.932089386287767,19.50843530253296,R+1,0,concordant,23.41012236303955,131,73
microbial,K18446,triphosphatase [EC:3.6.1.25],NAC,33.8319187171799,29.238636951584564,R+1,0,ambiguous,23.39090956126765,132,74
microbial,K12132,eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1],NAC,30.288897774216384,29.229319219804182,R+1,0,ambiguous,23.383455375843347,133,75
microbial,K07497,putative transposase,NAC,22.48883655020829,19.48354977604584,R+1,0,concordant,23.38025973125501,134,76
microbial,K03584,DNA repair protein RecO (recombination protein O),ORC,21.109099176984113,19.478735767203162,R+1,0,concordant,23.374482920643793,135,58
microbial,K02362,enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-],NAC,30.62446120207332,29.010419928580475,R+1,0,ambiguous,23.20833594286438,136,77
microbial,K02988,small subunit ribosomal protein S5,NAC,33.64182238680474,29.00156925180952,R+1,0,ambiguous,23.201255401447618,137,78
microbial,K06198,competence protein CoiA,ORC,26.952613280154015,23.080185416573425,R+1,0,idiosyncratic,23.080185416573425,138,59
microbial,K23185,ferric enterobactin transport system substrate-binding protein,NAC,33.01806825764658,28.738278624008718,R+1,0,ambiguous,22.990622899206976,139,79
microbial,K03724,ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-],NAC,28.921635454864997,28.699830904512034,R+1,0,ambiguous,22.959864723609627,140,80
microbial,K03763,"DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]",ORC,24.038060748411883,22.8933213510587,R+1,0,idiosyncratic,22.8933213510587,141,60
microbial,K00364,GMP reductase [EC:1.7.1.7],ORC,26.303280599997624,22.744927553925702,R+1,0,idiosyncratic,22.744927553925702,142,61
microbial,K01223,6-phospho-beta-glucosidase [EC:3.2.1.86],ORC,22.837714557030374,22.709748529719118,R+1,0,idiosyncratic,22.709748529719118,143,62
microbial,K18682,ribonucrease Y [EC:3.1.-.-],ORC,21.516495779247567,18.790765428137732,R+1,0,concordant,22.548918513765276,144,63
microbial,K01129,dGTPase [EC:3.1.5.1],NAC,31.025524001782287,28.179343503527726,R+1,0,ambiguous,22.543474802822182,145,81
microbial,K15521,D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250],NAC,31.20176748799301,28.01251876160037,R+1,0,ambiguous,22.410015009280297,146,82
microbial,K00931,glutamate 5-kinase [EC:2.7.2.11],NAC,32.653297217108765,27.9990382698395,R+1,0,ambiguous,22.399230615871602,147,83
microbial,K06177,tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29],NAC,31.22771655955458,27.84626588257506,R+1,0,ambiguous,22.27701270606005,148,84
microbial,K07164,uncharacterized protein,NAC,31.923890126075975,27.48878076257768,R+1,0,ambiguous,21.991024610062144,149,85
microbial,K00156,pyruvate dehydrogenase (quinone) [EC:1.2.5.1],NAC,28.507621836490255,27.39550092440325,R+1,0,ambiguous,21.9164007395226,150,86
microbial,K03501,16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170],NAC,20.740925228375033,18.241618410231073,R+1,0,concordant,21.889942092277288,151,87
microbial,K23675,riboflavin transporter,ORC,23.853404832123402,21.880017878160547,R+1,0,idiosyncratic,21.880017878160547,152,64
microbial,K01887,arginyl-tRNA synthetase [EC:6.1.1.19],NAC,20.383758236019037,18.085261161365032,R+1,0,concordant,21.70231339363804,153,88
microbial,K16652,decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333],NAC,31.285839605409866,26.985010039617713,R+1,0,ambiguous,21.588008031694173,154,89
microbial,K16029,ansamitocin polyketide synthase A,NAC,19.279701712381105,17.95814741903174,R+1,0,concordant,21.549776902838087,155,90
microbial,K00259,alanine dehydrogenase [EC:1.4.1.1],ORC,24.813837169248774,21.411062314919157,R+1,0,idiosyncratic,21.411062314919157,156,65
microbial,K00435,hydrogen peroxide-dependent heme synthase [EC:1.3.98.5],NAC,28.845681241140113,26.69892220411389,R+1,0,ambiguous,21.359137763291116,157,91
microbial,K03929,para-nitrobenzyl esterase [EC:3.1.1.-],NAC,28.656644507367933,26.645807117461914,R+1,0,ambiguous,21.316645693969534,158,92
microbial,K19461,EBV nuclear antigen 1,NAC,30.208392094395066,26.37721786097918,R+1,0,ambiguous,21.101774288783346,159,93
microbial,K09747,nucleoid-associated protein EbfC,NAC,19.259549418990865,17.288243268214163,R+1,0,concordant,20.745891921856995,160,94
microbial,K01635,"tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]",ORC,19.01251003007813,17.26941187609117,R+1,0,concordant,20.7232942513094,161,66
microbial,K07258,serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],ORC,19.88912628484129,17.226707536287268,R+1,0,concordant,20.67204904354472,162,67
microbial,K02823,dihydroorotate dehydrogenase electron transfer subunit,ORC,19.34218029824251,17.196625108961364,R+1,0,concordant,20.635950130753635,163,68
microbial,K16785,energy-coupling factor transport system permease protein,ORC,18.76365626847459,17.172911202192562,R+1,0,concordant,20.607493442631075,164,69
microbial,K00865,glycerate 2-kinase [EC:2.7.1.165],NAC,29.73755324680294,25.743584566742623,R+82,0,ambiguous,20.5948676533941,165,95
microbial,K07816,GTP pyrophosphokinase [EC:2.7.6.5],NAC,21.11599852245169,20.53562946520641,R+1,0,idiosyncratic,20.53562946520641,166,96
microbial,K16647,arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47],NAC,29.29085644770115,25.66643682726134,R+1,0,ambiguous,20.533149461809074,167,97
microbial,K10966,toxin coregulated pilus biosynthesis protein J [EC:3.4.23.43 2.1.1.-],ORC,29.79431342862842,25.57850374074302,R+1,0,ambiguous,20.46280299259442,168,70
microbial,K03977,GTPase,ORC,22.389077589417806,20.430712564279705,R+82,0,idiosyncratic,20.430712564279705,169,71
microbial,K06024,segregation and condensation protein B,NAC,27.60196145266207,25.460311308701172,R+1,0,ambiguous,20.36824904696094,170,98
microbial,K06131,cardiolipin synthase A/B [EC:2.7.8.-],ORC,23.173945903350493,20.057506991400636,R+1,0,idiosyncratic,20.057506991400636,171,72
microbial,K08586,thiol protease [EC:3.4.22.-],NAC,28.734490390113795,24.979117623810758,R+1,0,ambiguous,19.983294099048607,172,99
microbial,K02939,large subunit ribosomal protein L9,NAC,26.670339511547255,24.962737987684363,R+1,0,ambiguous,19.970190390147494,173,100
microbial,K09908,uncharacterized protein,ORC,28.3222749300626,24.747334404664667,R+1,0,ambiguous,19.797867523731735,174,73
microbial,K21687,resuscitation-promoting factor RpfA,NAC,26.092740085024587,24.716291051997704,R+1,0,ambiguous,19.773032841598166,175,101
microbial,K14245,PKS ketosynthase (KS/KS alpha) [EC:2.3.1.-],ORC,22.846516900364424,19.741588516995918,R+82,0,idiosyncratic,19.741588516995918,176,74
microbial,K00794,"6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]",NAC,18.576060190536275,16.424781421875718,R+1,0,concordant,19.70973770625086,177,102
microbial,K00788,thiamine-phosphate pyrophosphorylase [EC:2.5.1.3],ORC,22.4933945980751,19.618926401115438,R+82,0,idiosyncratic,19.618926401115438,178,75
microbial,K11072,spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11],ORC,28.61008898174199,24.486941570709266,R+1,0,ambiguous,19.589553256567413,179,76
microbial,K02160,acetyl-CoA carboxylase biotin carboxyl carrier protein,ORC,22.816833915721475,19.50642261833102,R+82,0,idiosyncratic,19.50642261833102,180,77
microbial,K01872,alanyl-tRNA synthetase [EC:6.1.1.7],ORC,16.971245183793435,16.115241505534158,R+1,0,concordant,19.33828980664099,181,78
microbial,K06996,uncharacterized protein,NAC,26.38221445325557,24.021753987431566,R+1,0,ambiguous,19.217403189945255,182,103
