rank_overall,layer,measurement,measurement_label,site,timepoint,days_from_launch,phase,value_raw,value_transformed,z_score,z_score_ci_low,z_score_ci_high,z_score_robust,deviation_flag,deviation_direction,fold_change
99,microbial,K05362,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7],ORC,FD3,3,in-flight,101.805,4.632833989970565,2.7375398179368067,2.197659419862529,5.704472994045869,2.446251417800263,high,up,1.3565396524071178
99,microbial,K05362,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7],ORC,R+45,45,post-flight,7.8167,2.1766476503473884,-19.266073489168697,-49.11392857662279,-16.541840246254758,-18.67615892216819,extreme,down,0.1041566082311351
99,microbial,K05362,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7],ORC,R+82,82,post-flight,0.0,0.0,-38.76545447319108,-97.18180313611148,-33.660238531235656,-37.39462669250001,extreme,down,0.0
101,microbial,K01512,acylphosphatase [EC:3.6.1.7],NAC,L-92,-92,pre-flight,34.0058,3.5555137620460324,0.1507486406091928,-1.154700538379259,1.154700538379256,0.0,stable,,1.0113940879227423
101,microbial,K01512,acylphosphatase [EC:3.6.1.7],NAC,L-44,-44,pre-flight,36.5389,3.625377728651265,0.91606712300704,0.5773502691896184,2.2434072144978496,0.6744907594765952,stable,,1.0867330702174425
101,microbial,K01512,acylphosphatase [EC:3.6.1.7],NAC,L-3,-3,pre-flight,30.3234,3.4443654220634303,-1.0668157636162328,-3.91026369033444,-0.5773502691896212,-1.0730642975518263,elevated,down,0.9018728418598148
101,microbial,K01512,acylphosphatase [EC:3.6.1.7],NAC,R+1,1,post-flight,0.0,0.0,-38.79780422197519,-89.30215024835398,-33.535418277413264,-34.326152582242614,extreme,down,0.0
101,microbial,K01512,acylphosphatase [EC:3.6.1.7],NAC,FD2,2,in-flight,0.0,0.0,-38.79780422197519,-89.30215024835398,-33.535418277413264,-34.326152582242614,extreme,down,0.0
101,microbial,K01512,acylphosphatase [EC:3.6.1.7],NAC,FD3,3,in-flight,0.0,0.0,-38.79780422197519,-89.30215024835398,-33.535418277413264,-34.326152582242614,extreme,down,0.0
101,microbial,K01512,acylphosphatase [EC:3.6.1.7],NAC,R+45,45,post-flight,24.6164,3.243232771372917,-3.270105133899299,-8.896696425043793,-2.501926429915625,-3.014868075833498,extreme,down,0.7321363245664386
101,microbial,K01512,acylphosphatase [EC:3.6.1.7],NAC,R+82,82,post-flight,9.6487,2.3654378189771075,-12.885830284748902,-30.658779656990937,-10.901274987132602,-11.489402415568911,extreme,down,0.2869698150356752
102,microbial,K02907,large subunit ribosomal protein L30,NAC,L-92,-92,pre-flight,74.9945,4.330660969246558,-1.0418800319936767,-3.4280370291733764,-0.5773502691896258,-0.8852768345599523,elevated,down,0.8241135733767617
102,microbial,K02907,large subunit ribosomal protein L30,NAC,L-44,-44,pre-flight,106.4853,4.677354094031332,0.9520600679541112,0.5773502691896223,2.474346799347875,0.6744907594765952,stable,,1.170165560075692
102,microbial,K02907,large subunit ribosomal protein L30,NAC,L-3,-3,pre-flight,91.5208,4.52743348410493,0.0898199640395604,-1.154700538379255,1.154700538379249,0.0,stable,,1.005720866547546
102,microbial,K02907,large subunit ribosomal protein L30,NAC,R+1,1,post-flight,0.0,0.0,-25.948859572531376,-53.460683192851555,-22.212982166265903,-20.368860896929366,extreme,down,0.0
102,microbial,K02907,large subunit ribosomal protein L30,NAC,FD2,2,in-flight,17.0,2.8903717578961645,-9.325431705585572,-20.067871224597468,-7.772918664729222,-7.3651181619569845,extreme,down,0.1868127762356566
102,microbial,K02907,large subunit ribosomal protein L30,NAC,FD3,3,in-flight,72.5389,4.297814517915186,-1.2307902000025273,-3.807516025304746,-0.7414484831060165,-1.0330525667657093,elevated,down,0.797129017298863
102,microbial,K02907,large subunit ribosomal protein L30,NAC,R+45,45,post-flight,16.0,2.833213344056216,-9.654167539258754,-20.72822924274747,-8.058477476754405,-7.622273078684646,extreme,down,0.175823789398265
102,microbial,K02907,large subunit ribosomal protein L30,NAC,R+82,82,post-flight,17.301099999999998,2.906961167330502,-9.230020846988038,-19.876211785498732,-7.690039317105376,-7.290482637367488,extreme,down,0.1901215601723952
104,microbial,K17758,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],ORC,L-92,-92,pre-flight,106.1987,4.674684121697499,0.9427839021788578,0.5773502691896278,2.4098258007555624,0.6744907594765953,stable,,1.1149606381880444
104,microbial,K17758,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],ORC,L-44,-44,pre-flight,96.0156,4.574871790314739,0.1059891062239542,-1.1547005383792464,1.1547005383792517,0.0,stable,,1.0080501423464503
104,microbial,K17758,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],ORC,L-3,-3,pre-flight,83.5322,4.437132526865025,-1.048773008402797,-3.544900217987434,-0.5773502691896258,-0.9307853962220048,elevated,down,0.8769892194655053
104,microbial,K17758,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],ORC,R+1,1,post-flight,0.0,0.0,-38.24827888112295,-80.54279085912434,-32.9296440176973,-30.915105434461424,extreme,down,0.0
104,microbial,K17758,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],ORC,FD2,2,in-flight,112.6947,4.733516785773811,1.4360182195141606,1.006314610164341,3.149637825102611,1.0720577507002564,elevated,up,1.1831609486030452
104,microbial,K17758,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],ORC,FD3,3,in-flight,90.7076,4.5186052547812565,-0.3657316067235645,-2.13109791292954,0.4471571998347531,-0.38022614800529875,stable,,0.9523224256465084
104,microbial,K17758,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],ORC,R+45,45,post-flight,19.2109,3.0062220628336895,-13.045070591986237,-28.375595889046604,-11.010492705181465,-10.600290879731844,extreme,down,0.2016917092597809
104,microbial,K17758,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],ORC,R+82,82,post-flight,0.0,0.0,-38.24827888112295,-80.54279085912434,-32.9296440176973,-30.915105434461424,extreme,down,0.0
105,microbial,K10112,multiple sugar transport system ATP-binding protein [EC:7.5.2.-],ORC,L-92,-92,pre-flight,74.5241,4.32445181061782,-0.3367438112511863,-1.1547005383792492,1.154700538379259,0.0,stable,,0.9425138643851296
105,microbial,K10112,multiple sugar transport system ATP-binding protein [EC:7.5.2.-],ORC,L-44,-44,pre-flight,69.55930000000001,4.256453491014406,-0.7881596956234259,-1.689627970859278,-0.5773502691896182,-0.6744907594765952,stable,,0.8797235343590133
105,microbial,K10112,multiple sugar transport system ATP-binding protein [EC:7.5.2.-],ORC,L-3,-3,pre-flight,93.1251,4.544624748536492,1.1249035068746185,0.5773502691896256,6.762937876463436,2.183945323635647,elevated,up,1.177762601255857
105,microbial,K10112,multiple sugar transport system ATP-binding protein [EC:7.5.2.-],ORC,R+1,1,post-flight,0.0,0.0,-29.045192047921432,-109.57493429546022,-26.16072652220063,-42.89521863297779,extreme,down,0.0
105,microbial,K10112,multiple sugar transport system ATP-binding protein [EC:7.5.2.-],ORC,FD2,2,in-flight,135.7425,4.918099595191123,3.604265926073602,2.8221175486093526,16.276076047047525,5.888527060870794,extreme,up,1.7167491890046098
105,microbial,K10112,multiple sugar transport system ATP-binding protein [EC:7.5.2.-],ORC,FD3,3,in-flight,116.6226,4.7674811938716655,2.6043656457298816,1.9168269728478031,12.439529421165894,4.394508966164662,high,up,1.4749378711133876
105,microbial,K10112,multiple sugar transport system ATP-binding protein [EC:7.5.2.-],ORC,R+45,45,post-flight,12.0133,2.565971911398091,-12.010646394238304,-44.21458793312206,-10.73797492805358,-17.44276108095896,extreme,down,0.151933425657175
105,microbial,K10112,multiple sugar transport system ATP-binding protein [EC:7.5.2.-],ORC,R+82,82,post-flight,0.0,0.0,-29.045192047921432,-109.57493429546022,-26.16072652220063,-42.89521863297779,extreme,down,0.0
